Code du département;Libellé du département;Code de la commune;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Sexe;Nom;Prénom;Liste;Sieges;Voix;% Voix/Ins;% Voix/Exp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;ALPES MARITIMES;105;Roquefort-les-Pins;4832;1707;35,33;3125;64,67;95;1,97;3,04;3030;62,71;96,96;LMAJ;M;ROSSI;Michel;ROQUEFORT ENSEMBLE;23;1666;34,48;54,98;LDVD;M;FISCHER;Jean-Hugues;ENERGIE 2008;6;1364;28,23;45,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;ALPES MARITIMES;108;La Roquette-sur-Siagne;3628;866;23,87;2762;76,13;39;1,07;1,41;2723;75,06;98,59;LUG;M;MICHEL;Jacques;LA ROQUETTE CITOYENNE;1;246;6,78;9,03;LMAJ;M;ROATTA;André-jean michel;FAIRE DE LA ROQUETTE UN V;20;1259;34,7;46,24;LDVD;M;DAON;Victor;ENSEMBLE POUR NOTRE VILLA;6;1218;33,57;44,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;ALPES MARITIMES;122;Saint-Jeannet;3022;652;21,58;2370;78,42;67;2,22;2,83;2303;76,21;97,17;LMAJ;M;NIRASCOU;Gérard;SAINT-JEANNOIS, TOUS ENSE;6;983;32,53;42,68;LDVD;M;SEMPERÉ;Jean-Michel;BIEN VIVRE;21;1320;43,68;57,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;ALPES MARITIMES;155;Vallauris;18190;7832;43,06;10358;56,94;349;1,92;3,37;10009;55,02;96,63;LDVG;F;DE BANDT-FLOURIOT;Françoise;REAGIR ET CHOISIR;2;1348;7,41;13,47;LMAJ;M;GUMIEL;Alain;LISTE ALAIN GUMIEL;27;5216;28,68;52,11;LDVD;F;SALUCKI;Michelle;UNE DYNAMIQUE NOUVELLE;6;3445;18,94;34,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;ALPES MARITIMES;157;Vence;12761;4608;36,11;8153;63,89;242;1,9;2,97;7911;61,99;97,03;LSOC;F;ALINAT;Catherine;VENCE PASSIONNEMENT;2;1047;8,2;13,23;LCMD;M;DOMBREVAL;Loïc;'LISTE D''UNION POUR LA DEM';5;2545;19,94;32,17;LDVD;M;IACONO;Christian;IACONO 2008;25;3462;27,13;43,76;LDVD;M;PERRET;Philippe;VENCE AVENIR;1;857;6,72;10,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;ARDECHE;19;Aubenas;8010;2973;37,12;5037;62,88;237;2,96;4,71;4800;59,93;95,29;LCOM;M;DELAUCHE;Henri;' LISTE  GAUCHE D''AUBENAS';2;633;7,9;13,19;LDVG;M;BOUSCHON;Max;AUBENAS AU PLUS HAUT;3;1009;12,6;21,02;LGC;M;ALAIZE;Stéphane;VOUS ET NOUS POUR AUBENAS;2;653;8,15;13,6;LMAJ;M;CONSTANT;Jean-Pierre;LE COEUR ET LA RAISON;26;2505;31,27;52,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;ARDECHE;324;Tournon-sur-Rhône;7243;2285;31,55;4958;68,45;172;2,37;3,47;4786;66,08;96,53;LUG;M;FAURE;Jean;'DESSINONS L''AVENIR';7;2258;31,17;47,18;LMAJ;M;SAUSSET;Frédéric;'AGIR AUJOURD''HUI';22;2528;34,9;52,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;ARDECHE;346;Viviers;2689;667;24,8;2022;75,2;108;4,02;5,34;1914;71,18;94,66;LVEC;M;LOUVET;François;ENSEMBLE POUR VIVIERS;22;1132;42,1;59,14;LDVD;M;LAVIS;Christian;VIVIERS FORCES VIVES;5;782;29,08;40,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;ARDENNES;105;Charleville-Mézières;30543;13388;43,83;17155;56,17;490;1,6;2,86;16665;54,56;97,14;LUG;F;LEDOUX;Claudine;UNIS POUR CHARLEVILLE-MEZ;35;9299;30,45;55,8;LMAJ;F;POLETTI;Bérengère;UNIS POUR AGIR;10;7366;24,12;44,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;ARDENNES;491;Vrigne-aux-Bois;2471;753;30,47;1718;69,53;41;1,66;2,39;1677;67,87;97,61;LDVG;M;SIMON;Michel;ALTERNATIVE CITOYENNE;1;208;8,42;12,4;LDVG;M;DUTERTRE;Patrick;LISTE ENSEMBLE A GAUCHE;20;738;29,87;44,01;LDVD;M;ROBIN;Jean-Claude;VRIGNE EN MOUVEMENT;6;731;29,58;43,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;ARIEGE;122;Foix;6479;1971;30,42;4508;69,58;184;2,84;4,08;4324;66,74;95,92;LCOM;M;SEEL;Denis;VRAIMENT A GAUCHE;1;399;6,16;9,23;LSOC;M;FONDERE;Jean-Noël;FOIX UN AVENIR A PARTAGER;22;1925;29,71;44,52;LDVG;M;CAROL;Jacques;FOIX 21ÈME SIÈCLE;5;1607;24,8;37,16;LMC;M;ESQUIROL;Alain;FOIX AUTREMENT;1;393;6,07;9,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;ARIEGE;261;Saint-Girons;4832;1203;24,9;3629;75,1;69;1,43;1,9;3560;73,68;98,1;LSOC;M;MURILLO;François;EN AVANT SAINT-GIRONS;23;1865;38,6;52,39;LDVG;F;SAURAT;Janet;COEUR A GAUCHE AVEC VOUS;1;345;7,14;9,69;LDVD;M;GONDRAN;Bernard;TOUS ENSEMBLE;5;1350;27,94;37,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;AUBE;33;Bar-sur-Aube;3595;1236;34,38;2359;65,62;75;2,09;3,18;2284;63,53;96,82;LDVG;M;GAUDOT;René;BAR SUR AUBE AUTREMENT;21;959;26,68;41,99;LDVD;M;FRISON;Pierre;'AGIR POUR L''AVENIR DE BAR';5;799;22,23;34,98;LDVD;M;GAUTHIER;Dominique;RÉUSSIR ENSEMBLE;3;526;14,63;23,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;AUBE;81;La Chapelle-Saint-Luc;6736;2467;36,62;4269;63,38;79;1,17;1,85;4190;62,2;98,15;LUG;M;GIRARDIN;Olivier;UNE VILLE...TOUS ENSEMBLE;25;1982;29,42;47,3;LMAJ;M;REHN;Yves;ENSEMBLE POUR LA CHAPELLE;7;1785;26,5;42,6;LDVD;M;DEFONTAINE;Jean-Louis;JEAN-LOUIS DEFONTAINE;1;423;6,28;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;AUBE;323;Romilly-sur-Seine;8948;3139;35,08;5809;64,92;262;2,93;4,51;5547;61,99;95,49;LUG;M;TRICHE;Joë;ROMILLY, VILLE POUR TOUS;7;2544;28,43;45,86;LMAJ;M;VUILLEMIN;Eric;'LA FORCE D''Y CROIRE';26;3003;33,56;54,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;AUBE;343;Saint-Julien-les-Villas;4897;1685;34,41;3212;65,59;56;1,14;1,74;3156;64,45;98,26;LUG;M;PAVOT;Thierry;SAINT JULIEN ENSEMBLE;2;465;9,5;14,73;LDVD;M;PICARA;Daniel;AGIR ET CONSTRUIRE;21;1385;28,28;43,88;LDVD;M;TOURNEMEULE;Michel;SAINT JULIEN DEMAIN;6;1306;26,67;41,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;AUDE;69;Carcassonne;31017;8644;27,87;22373;72,13;755;2,43;3,37;21618;69,7;96,63;LSOC;M;PEREZ;Jean-Claude;CARCASSONNE POUR TOUS;10;10761;34,69;49,78;LMAJ;M;LARRAT;Gérard;ENS. POUR NVLLE ETAPE;33;10857;35;50,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;AUDE;116;'Cuxac-d''Aude';3307;646;19,53;2661;80,47;212;6,41;7,97;2449;74,06;92,03;LDVG;M;GARCIA;Gilbert;'CUXAC POUR TOUS, L''ALTERN';6;1154;34,9;47,12;LDVD;M;MOLVEAU;Louis;'L''ACTION CONTINUE';21;1295;39,16;52,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;AUDE;262;Narbonne;36829;9798;26,6;27031;73,4;1057;2,87;3,91;25974;70,53;96,09;LSOC;M;BASCOU;Jacques;BASCOU POUR NARBONNE;34;14804;40,2;57;LDVD;M;MOYNIER;Michel;NOUVEAU NARBONNE 2008;9;11170;30,33;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;AUDE;379;Sigean;3979;752;18,9;3227;81,1;90;2,26;2,79;3137;78,84;97,21;LCOM;M;MOURRUT;Jacques;AGIR POUR SIGEAN;5;1096;27,54;34,94;LDVG;M;COMBES;Roger;ENSEMBLE POUR SIGEAN;20;1413;35,51;45,04;LDVD;M;LALLEMAND;Serge;REUSSIR SIGEAN MAINTENANT;2;628;15,78;20,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;AUDE;397;Trèbes;4127;644;15,6;3483;84,4;107;2,59;3,07;3376;81,8;96,93;LSOC;F;JOURDA ;Gisèle ;TRÈBES AVANT TOUT;7;1687;40,88;49,97;LDVD;M;BANIS;Claude;'UN TREBES D''AVANCE';22;1689;40,93;50,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;AVEYRON;13;Aubin;3369;920;27,31;2449;72,69;72;2,14;2,94;2377;70,56;97,06;LUG;M;MARTINEZ;André;'AUBIN ... PROJET D''AVENIR';21;1231;36,54;51,79;LDVG;F;SANCHEZ;Marie-Thérèse;TOUS ENSEMBLE POUR AUBIN;3;570;16,92;23,98;LDVD;M;FRAUX;Claude;DEMAIN UN AUTRE AUBIN;3;576;17,1;24,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;AVEYRON;145;Millau;16773;4446;26,51;12327;73,49;585;3,49;4,75;11742;70,01;95,25;LDVG;M;DURAND;Guy;ENFIN MILLAU !;27;6344;37,82;54,03;LDVD;M;ALIROL;Jérôme;ENSEMBLE POUR MILLAU;1;925;5,51;7,88;LDVD;M;GODFRAIN;Jacques;MILLAU POUR RÉUSSIR;7;4473;26,67;38,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;1;Aix-en-Provence;89620;32516;36,28;57104;63,72;1344;1,5;2,35;55760;62,22;97,65;LUG;M;MEDVEDOWSKY;Alexandre;AIX POUR TOUS;12;23945;26,72;42,94;LCMD;M;DE PERETTI;François-Xavier;GENERATION AIX;3;7123;7,95;12,77;LMAJ;F;JOISSAINS MASINI;Maryse;ENS. POUR AIX & PAYS AIX;40;24692;27,55;44,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;5;Aubagne;31123;10044;32,27;21079;67,73;756;2,43;3,59;20323;65,3;96,41;LGC;M;FONTAINE;Daniel;ENSEMBLE TOUS POUR AUBAGN;33;10803;34,71;53,16;LMAJ;F;BARTHELEMY;Sylvia;REGAIN;10;9520;30,59;46,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;18;Cabannes;3097;938;30,29;2159;69,71;40;1,29;1,85;2119;68,42;98,15;LCOM;M;ROUSSET;Jacques;AGIR ENSEMBLE;4;615;19,86;29,02;LAUT;M;GENDRE;Jean;RÉUSSIR LE CHANGEMENT;1;279;9,01;13,17;LMAJ;M;VOULAND;Gérard;LA FORCE DU RENOUVEAU ;19;771;24,9;36,39;LDVD;M;ROCHE;Jean-Marie;COURAGE ET GENERATION;3;454;14,66;21,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;19;Cabriès;7292;2151;29,5;5141;70,5;149;2,04;2,9;4992;68,46;97,1;LMC;M;MARTIN;Richard;UNION POUR CABRIES-CALAS;22;2536;34,78;50,8;LMAJ;M;FABRE AUBRESPY;Hervé;TRADITIONS ET RENOUVEAU;7;2456;33,68;49,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;22;Cassis;7149;2013;28,16;5136;71,84;128;1,79;2,49;5008;70,05;97,51;LUG;M;MICHEL;Claude;VIVRE CASSIS AUTREMENT;1;460;6,43;9,19;LMC;F;MILON VIVANTI;Danielle;VRAIMENT CASSIS;22;2277;31,85;45,47;LMAJ;M;TEISSEIRE;Jean-Pierre;CASSIS AU COEUR;6;2271;31,77;45,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;33;Ensuès-la-Redonne;3894;741;19,03;3153;80,97;68;1,75;2,16;3085;79,22;97,84;LUG;M;BERNARD;Marc;POURSUIVONS ENSEMBLE;5;1149;29,51;37,24;LDVG;M;ILLAC;Michel;UNE EQUIPE AVEC VOUS;19;1334;34,26;43,24;LMAJ;M;BARRACHIN;Roger;'CONFIANCE EN L''AVENIR';3;602;15,46;19,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;35;Eyguières;5007;1009;20,15;3998;79,85;135;2,7;3,38;3863;77,15;96,62;LMAJ;M;SYLVESTRE;Joël;EYGUIERES NOTRE AMBITION ;7;1835;36,65;47,5;LDVD;M;PONS;Henri;AGIR POUR EYGUIERES;22;2028;40,5;52,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;37;La Fare-les-Oliviers;5197;1311;25,23;3886;74,77;99;1,9;2,55;3787;72,87;97,45;LDVG;M;GUIROU;Olivier;LA FARE ENSEMBLE;21;1751;33,69;46,24;LDVG;M;CAMPAGNE;André;'MON PARTI C''EST LA FARE';6;1508;29,02;39,82;LDVD;M;CRUZ;Gérard;'L''AVENIR FARENC';2;528;10,16;13,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;43;Gignac-la-Nerthe;7297;2729;37,4;4568;62,6;180;2,47;3,94;4388;60,13;96,06;LUG;M;AMIRATY;Christian;GIGNAC 2008;23;2425;33,23;55,26;LMAJ;M;FRIGANT;Claude;"FRIGANT ""GARDONS LE CAP""";6;1963;26,9;44,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;46;Gréasque;3043;626;20,57;2417;79,43;104;3,42;4,3;2313;76,01;95,7;LSOC;F;MAUREL CHORDI;Suzanne;GREASQUE DEMAIN;21;1199;39,4;51,84;LAUT;M;CECCHINEL;René;GREASQUE AUTREMENT;6;1114;36,61;48,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;47;Istres;29368;8203;27,93;21165;72,07;1389;4,73;6,56;19776;67,34;93,44;LDVG;M;GOUIN;Patrice;AVEC VOUS LE COURAGE ;9;9136;31,11;46,2;LDVG;M;BERNARDINI;François;LE GRAND ISTRES;30;10640;36,23;53,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;50;Lambesc;6587;1613;24,49;4974;75,51;166;2,52;3,34;4808;72,99;96,66;LUG;M;BUCKI;Jacques;RASSEMBLEMENT  LAMBESC;23;2738;41,57;56,95;LMAJ;M;RAMOND;Bernard;POUR QUE VIVE LAMBESC;6;2070;31,43;43,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;51;Lançon-Provence;5882;1794;30,5;4088;69,5;205;3,49;5,01;3883;66,01;94,99;LSOC;M;VIRLOGEUX;Georges;LANCON DEMAIN;23;2161;36,74;55,65;LMAJ;M;RIBAUD;Philippe;TOUS ENSEMBLE POUR LANCON;6;1722;29,28;44,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;54;Marignane;22434;7849;34,99;14585;65,01;467;2,08;3,2;14118;62,93;96,8;LUG;M;GOMEZ;Vincent;NOUVEAU SOUFFLE;5;3604;16,06;25,53;LMAJ;M;SIMONPIERI;Daniel;ENSEMBLE CONTINUONS;4;3296;14,69;23,35;LDVD;M;LE DISSES;Eric;CHANGEONS MARIGNANE;30;7218;32,17;51,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;55;Marseille;322453;117628;36,48;204825;63,52;5491;1,7;2,68;199334;61,82;97,32;NC;;;;;0;0;0;0;LEXG;;;;;0;0;0;0;LCOM;;;;;0;0;0;0;LUG;;;;;47;45201;14,02;22,68;LSOC;;;;;0;0;0;0;LVEC;;;;;0;0;0;0;LDVG;;;;;0;0;0;0;LGC;;;;;42;49982;15,5;25,07;LAUT;;;;;0;0;0;0;LREG;;;;;0;0;0;0;LCMD;;;;;0;0;0;0;LMC;;;;;0;0;0;0;LMAJ;;;;;108;100509;31,17;50,42;LDVD;;;;;0;0;0;0;LFN;;;;;1;3642;1,13;1,83;LEXD;;;;;0;0;0;0
13;BOUCHES DU RHONE;055AR01;Marseille 1er arrondissement;18163;6897;37,97;11266;62,03;291;1,6;2,58;10975;60,43;97,42;LGC;M;MENNUCCI;Patrick;FAIRE GAGNER MARSEILLE;0;6824;37,57;62,18;LMAJ;M;ROATTA;Jean;PARTAGER LA REUSSITE;0;4151;22,85;37,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;055AR04;Marseille 4eme arrondissement;29255;10145;34,68;19110;65,32;587;2,01;3,07;18523;63,32;96,93;LGC;M;GUERINI;Jean-Noël;FAIRE GAGNER MARSEILLE;0;8688;29,7;46,9;LMAJ;M;MUSELIER;Renaud;PARTAGER LA REUSSITE;0;9835;33,62;53,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;055AR05;Marseille 5eme arrondissement;24702;8222;33,28;16480;66,72;466;1,89;2,83;16014;64,83;97,17;LGC;M;GUERINI;Jean-Noël;FAIRE GAGNER MARSEILLE;0;8088;32,74;50,51;LMAJ;M;MUSELIER;Renaud;PARTAGER LA REUSSITE;0;7926;32,09;49,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;055AR07;Marseille 7eme arrondissement;24712;7678;31,07;17034;68,93;516;2,09;3,03;16518;66,84;96,97;LGC;M;MENNUCCI;Patrick;FAIRE GAGNER MARSEILLE;0;7125;28,83;43,13;LMAJ;M;ROATTA;Jean;PARTAGER LA REUSSITE;0;9393;38,01;56,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;BOUCHES DU RHONE;055AR09;Marseille 9eme arrondissement;46044;16871;36,64;29173;63,36;750;1,63;2,57;28423;61,73;97,43;LGC;M;OLMETA;René;FAIRE GAGNER MARSEILLE;0;10896;23,66;38,34;LMAJ;M;TEISSIER;Guy;PARTAGER LA REUSSITE ;0;17527;38,07;61,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
